,Randomness,Tail-Free,Nucleus,Grammar/Style/Spelling,Readability Grade,Glue Index,Raw,Rand_cent,TFS_cent,Nuc_cent
163,0.3,0.8,1.0,74.0,4,40.0,"The corridors were empty at this early hour, save for a few colonists wandering about in the halls. The colony's layout was simple, but efficient. Most of the colonists worked inside their assigned bays, repairing equipment or working on projects.

The power plant was a large room filled with banks of machinery, conduits, and pipes. A small fusion reactor provided the energy for the entire complex. It was also the source of the colony's heat, lighting, and air conditioning.

Nora walked through the main corridor toward the cafeteria. As she passed by the command center, the door slid open.

""Good morning, Nora,"" said a voice from behind her.

She turned to see a tall woman standing in the doorway. The woman wore a dark blue uniform with a silver Company logo on the breast pocket. Her hair was short, black, and spiky.

""Morning, Captain,"" Nora replied. ""You're up early.""

""I'm not a captain anymore,"" the woman answered. ""And I've been awake since four o'clock this morning. We have an emergency situation on our hands, so we need you here now. You'll be working the power plant today. Get your gear and report to the garage.""

Nora nodded. ""Yes, ma'am. Thank you, Captain.""

The woman gave a curt nod, then closed the door.

Nora walked down the hall and headed for the cafeteria. She entered the room and found it empty save for one man sitting at a table near the back wall. He was eating a bowl of cereal.

""Excuse me,"" Nora said, approaching him.

He looked up from his meal and smiled. ""Good morning, Nora. Did you sleep well?""

Nora returned the smile. ""I did, thank you. What's your name?""

""My name is John,"" he replied. ""John Williams. I'm a systems engineer.""

""Nice to meet you, John. I'm Nora. I just started working here yesterday.""

""That's nice. I'm glad you're settling in. I'm sure you'll do fine.""

They sat together for a few minutes before Nora took her tray and walked over to the counter where the cafeteria staff waited with trays.

Nora filled her tray with scrambled eggs, bacon, and toast while the cook prepared the food. The smell of fresh coffee wafted through the air.

She carried her breakfast back to the table and found John had already finished his meal. He was leaning forward, elbows resting on the table, chin cupped in his hands.

""So what are you working on today?"" Nora asked.

""I'm going to be repairing a malfunctioning laser,"" he replied. ""It's an older model, but it should still work.""

Nora nodded. ""Sounds interesting. Do you mind if I ask a question?""

John smiled. ""Go ahead.""

""What's the emergency? Why is everyone up so early?""

He shrugged. ""We've been having some problems with the power plant lately. We've lost two generators in the last week.""

Nora frowned. ""Lost them how?""

""The generators just stopped working,"" John explained. ""No warning, no nothing. They just quit. It's not like they're old or anything. I mean, we have the latest technology available, and these things should never break down.

",-0.1719387755102038,0.0920408163265315,0.01612244897959192
164,0.3,0.8,1.0,91.0,3,47.0,"The corridor was dimly lit by recessed lights set in the walls every few meters, but the ceiling overhead glowed with a faint blue glow from the power plant. The air smelled faintly of ozone and dust.

She passed a row of doors, each marked with a nameplate. She paused at the door to Sully's office, where she knocked once.

""Come,"" came the muffled reply.

Nora opened the door and entered the room. The engineer was sitting behind his desk, looking over reports on a tablet computer. He glanced up as Nora approached.

""Good morning, Nora.""

""Morning, Sully.""

Nora took the seat across from him. ""How are you today?""

Sully smiled wanly. ""I'm fine. I hope you're doing well too.""

Nora nodded. ""I am. How about yourself? Did you get any sleep last night?""

He shrugged. ""Not much. But it'll do me good to be awake this early. So, what's the plan for the day?""

""We've got a lot of work ahead of us. We need to fix the generators and the power loaders, and we have to make sure the drones don't attack again.""

Sully shook his head. ""That's not going to happen. Not with the way they're acting.""

""You think so?""

""Yeah. They're smart enough to know that if they come after us, we'll just shoot them down. And they're smart enough to realize that if they let us live, we'll eventually find our way back home.""

""Maybe,"" Nora said. ""But I'm more worried about the drones. If they can get past our defenses, then there's no telling how many of them are out there.""

Sully frowned. ""What makes you say that?""

Nora shrugged. ""They're smart. They'll figure out a way around our defenses. And even if they don't, they might try to sneak up on us. We should be careful.""

""I agree with you, but we've got a lot of work to do today. Let's get started.""

Nora nodded and stood up. She walked over to the door and opened it, stepping out into the corridor. The air smelled faintly of ozone.

""Good morning, Nora,"" Sully called from behind her. ""You're right about one thing—we have a lot of work ahead of us.""

Nora turned to look at him, walking away down the hall. ""Yeah,"" she murmured. ""We do.""

The colonists had been working for weeks now to repair the generators and power loaders, but the drones were still coming. Nora was exhausted, but she kept pushing herself through it.

She knew that if they didn't get this done soon, they'd be overrun.

Nora sighed as she entered the garage. It was hot inside, stiflingly warm with the sun overhead. She pulled off her jacket, tossed it onto a bench, and began to strip down to her utility pants.

""Hey, Nora,"" came a voice from the back of the room. ""You're up early.""

Nora looked over her shoulder to see Sully standing there, wearing his usual white lab coat and looking tired. He smiled at her. ""I thought I'd come check on you.""

",-0.1719387755102038,0.0920408163265315,0.01612244897959192
165,0.3,0.8,1.0,76.0,4,48.0,"The corridor outside the dormitories was dimly lit by a single overhead lamp. The walls were lined with doors, each containing a small window. A few colonists were already awake in the hall, but most were still asleep.

Nora walked quickly to the end of the hallway, where she entered a large room filled with benches and tables. She sat at one of the long tables and waited for the others to join her.

The colonists ate their meals together, sitting shoulder to shoulder around the table. Nora was the last to arrive, so she had to sit on the bench closest to the door. She took her place next to the wall, facing the other colonists.

She looked around the room. Most of the people here were young and fit, with dark hair and eyes. They wore clothes that were utilitarian, practical, and well-used. Their faces were weathered from years of exposure to the harsh environment.

Nora noticed a couple of older men who seemed to be in charge. One was tall, lean, and muscular. He had short black hair and a neatly trimmed beard. His face was tanned and his skin was rough like leather.

The second man was shorter, rounder, and more rotund. He wore a white lab coat over a blue shirt and tan slacks. His hair was thinning on top but thick enough to give him a distinguished look.

The two men were seated at the head of the table. They both nodded to Nora. She returned their greeting with a polite smile, then turned back to her food.

The colonists ate in silence. The air in the room felt heavy and stale. It smelled of sweat, dust, and unwashed bodies. Nora could hear the faint hum of machinery from the labs and waste processors.

Nora's stomach rumbled. She glanced up from her plate, but nobody else was looking at her. She sighed and pushed her empty plate away.

Nora stood and walked out of the room, heading for the showers.

***

After breakfast, Nora took a shower. Her shift started at noon, so she didn't have much time to spare.

She stepped into her work boots and pulled on a pair of utility pants before walking down the hall to the cafeteria. She entered the large room filled with tables and benches.

The colonists ate their meals together, sitting shoulder to shoulder around the tables. Nora was the last to arrive, so she had to sit on the bench closest to the door. She took her place next to the wall, facing the other colonists.

Nora noticed a couple of older men who seemed to be in charge. One was tall, lean, and muscular. He had short black hair and a neatly trimmed beard. His face was tanned and his skin was rough like leather.

The second man was shorter, rounder, and more rotund. He wore a white lab coat over a blue shirt and tan slacks. His hair was thinning on top but thick enough to give him a distinguished look.

The two men were seated at the head of the table. They both nodded to Nora. She returned their greeting with a polite smile, then turned back to her food.

Nora ate alone in silence. The air in the room felt heavy and stale. It smelled of sweat, dust, and unwashed bodies.

",-0.1719387755102038,0.0920408163265315,0.01612244897959192
166,0.3,0.8,1.0,80.0,4,44.0,"The corridor outside her dormitory was empty. The colonists were already up and about, but Nora was the last to leave her room. She glanced at the clock in the hallway.

Eight hours until she could eat again.

She walked briskly down the hall, passing the communal showers and bathrooms. At the end of the hall, she turned left, heading for the cafeteria.

Nora passed the engineering bays, where technicians worked on the colony's machinery. She paused to check the progress of a repair job before continuing. A technician was working on a power loader. He wore a long white coat over his coveralls, and his head was covered with a blue cap. Nora knew him well; he was one of the few people who had been here longer than her.

""Hey, Sully,"" Nora said. ""Morning.""

Sully looked up from his work and nodded to her. His eyes were red and puffy from lack of sleep, but he still managed a smile. ""Good morning, Nora. You're up early. I thought you'd be sleeping in today.""

""I've got to get to the command center first thing. We've got some serious problems.""

Sully nodded. ""You know how it is. The Company has a lot of money invested in this place. They want their investment back. But we can't afford to let them down.""

Nora smiled. ""Yeah, I know. I'm just glad they don't expect me to fix everything myself. That would take forever.""

""Well... not everything. Just most things."" Sully chuckled. ""But if you need anything, just ask. I'll do what I can. And if there's something really bad, I'll send for the Company execs.""

""Thanks, Sully. I appreciate that."" Nora turned away from him and continued walking.

The cafeteria was empty except for a few colonists who sat at tables, eating breakfast. A small group of workers stood near the entrance to the kitchen, waiting for food. Nora joined them and waited her turn.

She picked up a tray and filled it with eggs, bacon, toast, and fruit. She paused to look around the room. Most of the colonists were already eating or preparing their own meals. The rest were lingering over coffee or tea.

Nora took a seat in an empty booth. As she did, two Company executives entered the cafeteria. They walked past Nora without acknowledging her presence.

Nora frowned. She wasn't used to being ignored like this. It made her feel uncomfortable, but it was better than feeling threatened.

She finished filling her plate and carried it back to the table. The Company execs had left, so she sat down.

A young woman with dark hair approached Nora's table. ""Good morning,"" she said cheerfully.

""Hi. I'm Nora.""

The girl smiled and extended her hand. ""I'm Mandy. Nice to meet you. What are you working on?""

Nora looked at the device strapped to her wrist. ""Oh, this? This is my workstation. It's a big piece of equipment that keeps track of our water supply and hydroponic crops.""

Mandy nodded.

",-0.1719387755102038,0.0920408163265315,0.01612244897959192
167,0.3,0.8,1.0,87.0,4,45.0,"The colony's main hallways were dimly lit, but she could see well enough to navigate without stumbling. The hallways were lined with doors, each door opening onto a small room. Most rooms held beds, desks, chairs, storage cabinets, and other furniture. A few rooms contained showers, toilets, and bathrooms.

Nora walked past the dormitories to the command center. She passed through the main entrance and entered the large, open area where the colonists gathered to eat, socialize, and work.

The command center was a long, narrow room with high ceilings. It had several rows of tables and chairs along the walls, and a single table in the middle. At the far end of the room, a bank of windows looked out over the landscape.

Nora passed through the command center and headed for the cafeteria. She paused at the doorway. In front of her, a young man sat alone, eating a bowl of cereal. He wore a dirty white shirt and faded jeans. His hair hung in his eyes, obscuring them from view.

He didn't look up as Nora approached. Instead, he continued to shovel spoonfuls of cereal into his mouth.

Nora stopped and watched him for a moment. The boy's face was pale and gaunt, with hollow cheeks and dark circles under his eyes. He looked like he hadn't slept much recently.

She wondered if he'd been awake all night working on the colony's systems. She couldn't blame him. The colonists worked hard, but they were also short on supplies and resources. The Company often sent supply ships, but the colonies always ran out of things before the next shipment arrived.

Nora turned away and walked down the hall. As she passed the cafeteria, a woman called her name. Nora glanced back to see the young man standing, wiping his hands on a towel.

""Hey,"" Nora said. ""I'm looking for the kitchen.""

The young man nodded and followed her. He was tall, with a lean build and long arms. His skin had a grayish cast to it.

""You're new here?"" Nora asked.

He shook his head. ""No, I've been here a while. But I haven't seen you around before.""

Nora shrugged. ""I just started last week. You can tell me about the colony when we get there. We'll be eating breakfast in the cafeteria soon.""

""Oh. Okay."" He looked at Nora's jacket. ""What's your job? Are you an engineer?""

""Yeah. I'm a mechanic.""

He nodded. ""That's cool. I'm a geologist. It's nice working with engineers and scientists. They know how to fix things.""

Nora smiled. ""Well, I hope so."" She paused. ""How are you fixing things right now?""

""I'm not. The system is down again.""

""Oh."" Nora frowned, then looked up. ""Can you show me where it is?""

The young man pointed to a door on the other side of the hall. ""It's over there. I'll meet you in the cafeteria after I finish my cereal.""

Nora nodded and walked away. The boy watched her go, then turned back toward his food.

She passed through the kitchen and entered a long corridor. At the end of the hallway was another set of doors.

",-0.1719387755102038,0.0920408163265315,0.01612244897959192
168,0.3,0.8,1.0,95.0,4,46.0,"The colony's main hall was empty except for a few colonists moving about their business. The hall stretched long and wide, its walls lined with doors leading to the various rooms of the colony. At the far end of the hall, a large window looked out over the landscape.

Nora walked past the windows to the door at the opposite end of the hall. She opened it to find the corridor beyond filled with people. They were busy, but not so busy that they didn't notice her standing there.

""Good morning,"" Nora said. ""I'm supposed to be on duty in the command center.""

A man with dark hair and a neatly trimmed beard turned from where he was talking to another colonist. He nodded toward Nora.

""You're late, Decker.""

Nora shrugged. ""My alarm didn't go off until just now.""

The bearded man frowned. ""That's not what I meant. You're supposed to start your shift in ten minutes. Get going.""

Nora sighed and rolled her eyes. ""Fine. But if you want me to do my job, don't make me wait around for it.""

She stalked away, leaving the other colonists staring after her.

Nora walked down the hall to the stairs leading up to the command center. She passed through the double doors and started climbing the metal steps. The stairwell was dimly lit with emergency lighting, which cast a sickly yellow glow across the walls. It wasn't enough to see by, but it helped Nora keep her bearings.

The stairs ended at a door with an electronic keypad. Nora punched in the code to open it. A loud click sounded from inside the room.

Nora pushed into the command center. The room was small and cramped, with only one window looking out over the landscape. The room had a low ceiling and a single desk. Atop the desk sat a man in a dark suit sitting behind a computer monitor. He looked up when Nora entered.

""Good morning,"" he said. ""I'm Commander Valentina Kern.""

Nora nodded. She didn't know who this person was, but she knew his name. She'd heard it before.

""You're late,"" the man continued.

Nora shrugged. ""My alarm didn't go off until just now.""

The commander frowned. ""That's not what I meant. You're supposed to start your shift in ten minutes. Get going.""

Nora sighed and rolled her eyes. ""Fine. But if you want me to do my job, don't make me wait around for it.""

She stalked away, leaving the commander staring after her.

Nora walked down the hall to the stairs leading up to the command center. She passed through the double doors and started climbing the metal steps. The stairwell was dimly lit with emergency lighting, which cast a sickly yellow glow across the walls. It wasn't enough to see by, but it helped Nora keep her bearings.

The stairs ended at a door with an electronic keypad. Nora punched in the code to open it. A loud click sounded from inside the room.

Nora pushed into the command center. The room was small and cramped, with only one window looking out over the landscape. The room had a low ceiling and a single desk.

",-0.1719387755102038,0.0920408163265315,0.01612244897959192
169,0.3,0.9,1.0,87.0,4,47.0,"The colonists' dormitories were located at the end of a long hallway, where the walls were lined with doors. The hallways were dimly lit by a few lights mounted high overhead. A single door stood open at the far end, revealing a small kitchenette.

Nora walked past the rows of dark rooms until she reached the kitchen. She opened the door and entered the room. A young woman in a blue jumpsuit sat at a table, eating a bowl of cereal.

""Good morning,"" Nora said. ""I'm sorry I'm late.""

The other girl looked up from her bowl. Her hair was short and blond, with a streak of red that ran through it like a river. She had green eyes and freckles across her nose.

""You're not late,"" the girl replied, setting down her spoon. She wiped her mouth with a napkin and stood. ""I've been here since six o'clock this morning. You can eat if you want.""

Nora nodded. She took the seat opposite the girl and picked up her own spoon. The girl's name was Shauna, but Nora didn't know why. Shauna seemed too young for the job.

Shauna returned to her breakfast. Nora tried to ignore the way the other girl's movements were so precise and efficient. She ate quickly and efficiently, almost mechanically.

Nora finished first. She pushed back her chair and stood. ""Thanks,"" she said. ""I'll see you later.""

""Sure thing. Have a good shift.""

Nora left the room and walked down the hallway. The colonists'quarters were arranged in a series of long, narrow rooms that ran parallel to each other along one side of the building. Each room was about ten meters wide and twenty meters deep. A row of doors lined the far wall, where the hall ended at a small kitchenette.

The corridor Nora entered was dimly lit and empty. She stepped into the room and closed the door behind her. It clicked shut with a heavy thud.

Nora exhaled slowly, trying to calm her racing heart. Her eyes darted around the dark room, searching for something to focus on. The walls were bare and featureless. There were no windows or decorations.

She felt exposed and vulnerable. She couldn't see anything.

Nora took a few steps forward, then stopped. She turned to face the door again and put her hand on it. She pressed her ear to the cold metal surface, listening intently.

Nothing. No sound came through the thick steel.

Nora let out a slow breath. She was alone in this room.

Nora walked to the center of the room, where a single light fixture hung from the ceiling. She reached up and touched the switch. The bulb flickered on, illuminating the space with a soft yellow glow.

The room was small but well designed. The floor was made of smooth gray concrete, and the walls were painted a dull green. A metal table sat in the middle of the room. On top of it rested an old digital clock.

Nora picked up the clock and examined it. It had been manufactured a century ago, when technology was still primitive. The device was heavy and clunky. Nora set it back down and looked around again.

She checked her watch. She'd been here for almost two hours already.

",-0.1719387755102038,0.19204081632653147,0.01612244897959192
170,0.3,0.9,1.0,100.0,4,44.0,"The halls were dim, lit by only the faintest glow from the overhead lights. The corridors were narrow, lined with doors and walls, and the ceiling was low. She walked briskly, trying to keep up her morning routine without making a fool of herself.

She stopped at the end of each hall to check the time on her wristwatch. After five minutes, she reached the cafeteria. The door was open, but no one was inside. A few tables were scattered about, but the room was empty except for Nora.

Nora sighed in relief. She had been worried that the colonists wouldn't be awake yet, but it seemed they were already eating breakfast.

The cafeteria was small, with a long line of tables and chairs. At the far end, the cooks stood behind the counter, taking orders. Nora waved to them as she passed. They nodded back.

""Good morning,"" said a voice from behind her.

Nora turned around in surprise. ""You're up early.""

A man wearing a crisp white uniform smiled at her. He held out his hand. ""I'm Captain Kincaid. I'll be your supervisor today.""

Nora shook his hand and returned the smile. She was surprised to find him so young. ""Nice to meet you, sir. I'm Nora Decker. You can call me Nora. Everyone does.""

""Very good, Nora. I'll see you at the start of shift. Don't forget to bring your work tablet.""

Nora nodded. ""Yes, sir.""

Captain Kincaid left the cafeteria. Nora watched him go, then turned back toward her table. She took a seat and waited for the cook to finish serving breakfast.

The food was hot, but not too spicy. Nora ate quickly, finishing before the other colonists arrived. She washed down each bite with a swig of water from a plastic cup.

Nora finished her meal and pushed her plate away. The cooks had already cleared the tables and were busying themselves in another part of the cafeteria. Nora stood up and stretched.

She walked over to the exit, which opened into the courtyard beyond. It was a large space, surrounded on three sides by buildings. A few people sat at the benches scattered about, reading or talking.

Nora stepped outside and looked around. She was alone.

""Hello?"" she called out. ""Anybody here?""

The colonists didn't answer. Nora frowned, wondering if they'd gone back to sleep. But no, the cafeteria door opened again and a group of people came through it. Nora recognized them from the night before.

She smiled at the sight of the women and men who made up her work crew. They were dressed in their usual clothes—the same ones Nora wore herself.

Nora waved to the workers, who returned the gesture. As the colonists passed her table, one of them stopped and spoke. ""Good morning, Nora.""

Nora nodded. ""Morning, Jules. How's your arm?""

Jules held up his right hand and wiggled the fingers. ""It hurts like hell, but I'll be fine. Thanks for asking.""

""You're welcome,"" Nora said. She turned back toward the cafeteria.

A man in a white uniform approached her.

",-0.1719387755102038,0.19204081632653147,0.01612244897959192
171,0.3,0.9,1.0,84.0,4,47.0,"The halls were quiet this early in the morning. The colonists slept late, but they still needed to be up and about. Nora walked quickly through the dormitories, past the communal showers, and toward the cafeteria. She passed a few people working on their own projects, but most of the colonists were already at work.

The cafeteria was empty except for one woman sitting alone at a table near the back. Nora recognized her from the night before as a young engineer named Lianna. Nora stopped to talk to her, but Lianna didn't look up. Her eyes were fixed on the tabletop, where she was drawing something with a stylus.

""Hey,"" Nora said. ""I'm sorry I missed your party last night.""

Lianna looked up, her face pale and drawn. She blinked rapidly, then nodded stiffly. ""No problem.""

Nora sat across from her. ""Are you okay?""

""Yeah, just tired.""

""You don't have to go if you're not feeling well.""

Lianna shook her head. ""It's fine. I'll be fine. It's just been a rough couple of days.""

Nora didn't know what to say. She was too busy trying to figure out how to get through the day without being eaten alive.

""How are things going with Sully?"" Lianna asked, changing the subject.

""He's good,"" Nora said. ""We've got a lot of work to do today.""

""That's great. I'm glad he's doing so well.""

""Me, too,"" Nora agreed. She paused for a moment, then added, ""I think he likes me.""

""Well, I'm sure he does."" Lianna smiled faintly. ""He's very nice.""

Nora felt a twinge of jealousy. She'd never had anyone like Sully before. He was kind and smart, with an easy smile and an infectious laugh. Nora liked him a lot.

She took a deep breath. ""I'll see you later,"" she said.

Lianna nodded, then returned to her drawing.

Nora left the cafeteria and headed back toward the dormitories. She passed a few people working on their own projects. Most of the colonists were already at work.

Nora walked past the communal showers, where the steamy mist hung heavy over the floor. The air was thick with the smell of wet metal and soap.

The corridors were dimly lit, but Nora could still make out the outlines of the colonists'bodies under the sheets. She saw a man sleeping soundly, his head resting on the pillow beside a woman curled up in a fetal position. A young girl slept alone, her arms wrapped around a stuffed animal.

Nora stopped to look at them for a moment. She wondered what they were dreaming about. What did they think of when they closed their eyes?

She shook herself and continued walking.

Her quarters were near the end of the hall. Nora stepped inside, shut the door, then leaned back against it. Her room was small and cramped, with a narrow bed tucked into one corner and a desk in the other. There wasn't much furniture aside from a chair and a table.

Nora sighed, then sat down at her desk. She pulled out a notepad and began to write.

To my dearest Sully,

I hope this letter finds you well.

",-0.1719387755102038,0.19204081632653147,0.01612244897959192
172,0.3,0.9,1.0,83.0,5,45.0,"The corridor outside was dimly lit by emergency lights. The walls were lined with doors, each one a single room for a single person. A few colonists sat in the hallways, their heads bowed over tablet computers. Others stood at the sinks to wash up after breakfast.

Nora walked past the rows of rooms, feeling the cold air on her face as she passed the doorways. The colony's architecture was designed to be efficient but not spacious. Each room had a small desk, chair, and bed. Most people slept alone.

Nora paused at the end of the hallway to check her wristwatch. She'd been working late again, and it was already midmorning. Her stomach grumbled in anticipation of food.

She turned right, heading for the cafeteria.

The cafeteria was located on the opposite side of the main concourse from the dormitories. It was a large open space with a long counter and tables that seated several dozen people. The tables were made of metal plates bolted together. They were sturdy, but they weren't meant for comfort.

Nora stepped inside the cavernous room, which was dimly lit by emergency lighting. She saw a few colonists sitting at the tables, eating breakfast. Most of them glanced up at her entrance, then returned to their meals.

Nora took a seat at one of the empty tables. The cafeteria was filled with an assortment of smells and sounds. A woman in the corner was loudly complaining about her meal. Another man was laughing at something his friend said. A young girl sat alone reading a book, and a couple of men played cards.

Nora looked around the room, noticing the people who didn't seem to be talking or eating. She wondered what they did here.

The cafeteria was quiet. No one spoke. Everyone seemed preoccupied with their own thoughts.

Nora's stomach rumbled again, and she realized she hadn't eaten since breakfast. She ordered a bowl of cereal from the automated dispenser and ate it standing at the counter while she waited for her food.

She finished her meal quickly, then walked out into the corridor. The clock on the wall read 10: 30 AM. She'd been working late again.

Nora turned right, heading toward the dormitories. As she passed the cafeteria, a man in a dark suit appeared at the end of the hallway. He stood there for a moment, watching her go.

Nora felt her heart skip a beat. Her pulse quickened. She stopped walking and stared at him.

The man was tall, with black hair and a neatly trimmed beard. His eyes were dark brown and intense, and he wore an expensive-looking suit. He wasn't a Company employee; he was a stranger.

He watched Nora until she moved away from the cafeteria. Then he stepped back into the shadows of the hall and disappeared.

Nora's mind raced. She couldn't believe her eyes. The man had just been standing in the hallway, but now he was gone.

She shook her head and tried to convince herself she must have imagined it. But she knew what she saw. The man had been real.

",-0.1719387755102038,0.19204081632653147,0.01612244897959192
173,0.3,0.9,1.0,80.0,4,45.0,"The colony's corridors were dimly lit by emergency lights spaced every few meters along the walls. The air smelled stale, but not unpleasant. A few colonists walked past her in their pajamas, yawning and rubbing eyes.

Nora paused at the end of the corridor to check her watch. She was almost late.

She turned right and headed toward the cafeteria. The hallways were lined with doors leading to the dormitories, labs, and other facilities. Nora passed several closed doors. As she approached the cafeteria, the chirping alarm sounded again.

Nora sighed. She hated this part of her job. It was always the same. She had to walk through the halls, checking each door in turn. If the alarm went off, she would have to go back and check the rooms. That meant going down the hallway again.

It was a long, tedious process. And it got worse when the alarms went off frequently.

Nora shook her head. She didn't want to think about the problem. She needed to focus on something else. Something more pleasant. Like breakfast.

The cafeteria was located at the end of the main corridor. It was a large room with long tables and benches, where colonists ate meals together. The space was brightened by overhead fluorescent lights and white walls decorated with colorful posters of planets and starships.

Nora entered the cafeteria and spotted her friend, Dr. Chen, sitting alone at one of the tables. She waved to get the doctor's attention.

Dr. Rowena Chen smiled and nodded. She was an attractive woman in her mid-thirties with dark hair pulled into a tight bun. Her eyes were intelligent, but her face showed signs of stress. She wore a lab coat over her nightclothes and carried a clipboard in her hand.

""Good morning, Nora,"" she said. ""I hope you slept well.""

Nora shrugged. ""Not really.""

""What do you mean?"" asked the doctor. ""You're always so cheerful. I'm sure you had a good time last night.""

Nora grinned. ""That's not what I meant. It was just... hard work. And I was tired.""

Rowena looked at her with concern. ""Are you okay? You look pale.""

Nora shook her head. ""No, it's nothing. Just a little tired. But I'll be fine. I've been working too much lately. I need some sleep. That's why I came down here early.""

The doctor nodded. ""I understand. Well, let me know if anything comes up. We'll have to get together soon for a progress report.""

Nora nodded and walked away from the table. She passed several colonists eating breakfast and headed toward the cafeteria's exit.

She paused at the door and glanced back. Dr. Chen was still sitting alone at her table, looking very serious. Nora felt a pang of guilt. Her friend seemed so sad.

Nora sighed and turned away.

It took only ten minutes to walk the length of the colony. She checked each room in turn before returning to the cafeteria. The alarm sounded again.

Nora groaned. She hated this part. It was always the same.

",-0.1719387755102038,0.19204081632653147,0.01612244897959192
174,0.3,0.9,1.0,80.0,3,45.0,"The colony's main hall was empty except for a few colonists heading to the mess hall. The halls were dimly lit, but the lights glowed brightly enough to illuminate the way.

Nora walked briskly toward the cafeteria where she could grab a quick meal and then head back to her lab. Her boots clacked loudly on the metal grating covering the walkways, echoing off the walls of the corridors.

The air was dry and cold, but Nora didn't mind. She had grown up in the desert. She knew how to dress for the climate.

She passed the command center, which was dark and silent. A lone guard stood at attention outside the door, his rifle slung over one shoulder.

Nora nodded to him as she passed, but he gave no response. He just stared straight ahead with eyes that seemed to be staring through her.

Ahead, the mess hall was a large room filled with tables and chairs. The tables were covered in long metal trays and the chairs were bolted to the floor. The tables were crowded with colonists who were already eating breakfast.

Nora walked past them, shoving her way into the line. She grabbed a tray and a cup of coffee from the dispenser before sitting down.

The food was good. It smelled fresh and hot. But Nora didn't have time to enjoy it. She gulped the coffee and shoved her plate away.

She was halfway through her second cup when a drone appeared out of nowhere and landed on the table next to her. The drone was about the size of a small dog, but its body was sleek and sinuous like an insect's. Its carapace was black, shiny, and smooth. Its head was flat, featureless, and round with two glowing red eyes.

Nora froze. Her heart pounded in her chest as she stared at the creature. She tried to stand, but the chair was bolted down.

The drone cocked its head and regarded Nora with its strange eyes. Then it spoke in a voice that sounded like the rustling of dry leaves.

""You are not a native.""

Nora couldn't move or speak. The drone was speaking English, but the words were distorted and guttural.

""Are you human?"" the drone asked.

Nora nodded dumbly.

The drone stood up and walked toward her. Nora watched it warily. She could smell something foul in the air around it.

It reached out a clawed hand and grabbed her wrist. Nora screamed. The drone pulled her to her feet with one powerful tug. It held her arm out straight, so that her forearm was parallel to the floor.

""What is your name?"" the drone demanded.

Nora stared at its face. ""My name? I'm...""

She wasn't sure what to say. She had never met anyone like this before. The drone's expressionless face seemed to be staring right through her.

The drone let go of Nora's arm and stepped back. It turned away from her, then looked back at her with its red eyes.

""I am called the Master,"" it said. ""We will meet again soon.""

",-0.1719387755102038,0.19204081632653147,0.01612244897959192
175,0.3,0.9,1.0,78.0,5,41.0,"The dormitory hallways were empty except for a few colonists still asleep. The halls were dimly lit by the occasional flickering glow from the emergency lights.

The colony's power plant was located in the center of the complex, near the garage and engineering bays. Nora walked past the dormitories, heading toward the command center. She passed several other colonists who were already up and about. They nodded to Nora as she passed them.

Nora's boots clacked on the metal flooring, echoing through the corridors. She reached the command center without incident.

Valentina Kern was standing at the entrance to the command center. Valentina wore a dark blue uniform with gold trim. Her long black hair hung loose around her shoulders, and her face was pale and drawn. She looked tired but alert.

""Good morning,"" Nora said. ""I'm glad you're awake.""

Valentina smiled thinly, her eyes darting nervously. ""Yes, I am. Thank you, Nora. Good morning, everyone.""

Nora nodded back. ""Morning. Is everything okay?""

""No,"" Valentina answered. ""We've got a problem. A big one. We need your help. Please come with me.""

Nora followed Valentina into the command center. The room was large and well lit by banks of monitors and screens. There were no windows, just an array of consoles and workstations.

A small group of colonists stood around the central console, talking in hushed tones. They turned to look at Nora as she entered.

Valentina gestured to the others and they stepped aside. She led Nora over to the console and motioned for her to sit down.

Nora sat down and watched Valentina study the monitor displays. The woman's fingers moved quickly across the keyboard, typing commands into the system.

""What is it?"" Nora asked. ""Is everything okay?""

Valentina shook her head. ""No. Everything isn't okay. I think we're under attack.""

Nora frowned. ""By who? What do you mean?""

""I don't know,"" Valentina answered. ""But the drones are here.""

The colonists murmured among themselves, their faces grim and pale.

Nora looked at Valentina. ""Drones?""

Valentina nodded. ""Yes. We've been attacked by a swarm of drones. They're hiding underground, but they're coming up through the vents and tunnels in the rock.""

""How many?"" Nora asked.

""We can't tell,"" Valentina answered. ""There could be hundreds or thousands. I'm not sure how they got past our security systems. The drones have no physical bodies, so they must have some kind of cloaking technology to hide from radar. Our sensors aren't picking them up. And there's something else. They're intelligent. They communicate with each other. Some of the drones are communicating with us.""

Nora frowned. ""Are you saying they're talking?""

""No, not exactly. It's more like a hive mind. The drones are communicating with each other and then relaying information back to the colony. We've recorded several conversations.

",-0.1719387755102038,0.19204081632653147,0.01612244897959192
